page,old_full_name,new_full_name,new_leaf_name,tooltip_label,type,rect
1,form1[0].Page1[0].f1_1[0],form1[0].Page1[0].taxpayer_name,taxpayer_name,Taxpayer Name,Text,"(36, 684, 474.45, 698.001)"
1,form1[0].Page1[0].f1_2[0],form1[0].Page1[0].taxpayer_ssn,taxpayer_ssn,Taxpayer Ssn,Text,"(475.2, 684, 576, 698.001)"
1,form1[0].Page1[0].f1_3[0],form1[0].Page1[0].line1_medical_and_dental_expenses,line1_medical_and_dental_expenses,Line1 Medical And Dental Expenses,Text,"(410.4, 660.002, 481.65, 672.001)"
1,form1[0].Page1[0].Line2_ReadOrder[0].f1_4[0],form1[0].Page1[0].Line2_ReadOrder[0].line2_form1040_line11b_agi,line2_form1040_line11b_agi,Line2 Form1040 Line11b Agi,Text,"(316.8, 636.001, 388.05, 648)"
1,form1[0].Page1[0].f1_5[0],form1[0].Page1[0].line3_line2_times_7_5_percent,line3_line2_times_7_5_percent,Line3 Line2 Times 7 5 Percent,Text,"(410.4, 624.002, 481.65, 636.001)"
1,form1[0].Page1[0].f1_6[0],form1[0].Page1[0].line4_subtract_line3_from_line1,line4_subtract_line3_from_line1,Line4 Subtract Line3 From Line1,Text,"(504, 612, 576, 623.999)"
1,form1[0].Page1[0].c1_1[0],form1[0].Page1[0].line5a_checkbox_elect_general_sales_taxes,line5a_checkbox_elect_general_sales_taxes,Line5a Checkbox Elect General Sales Taxes,CheckBox,"(373.6, 560, 381.6, 568)"
1,form1[0].Page1[0].f1_7[0],form1[0].Page1[0].line5a_state_local_income_or_sales_taxes,line5a_state_local_income_or_sales_taxes,Line5a State Local Income Or Sales Taxes,Text,"(410.4, 558, 481.65, 569.999)"
1,form1[0].Page1[0].f1_8[0],form1[0].Page1[0].line5b_state_local_real_estate_taxes,line5b_state_local_real_estate_taxes,Line5b State Local Real Estate Taxes,Text,"(410.4, 546.001, 481.65, 558)"
1,form1[0].Page1[0].f1_9[0],form1[0].Page1[0].line5c_state_local_personal_property_taxes,line5c_state_local_personal_property_taxes,Line5c State Local Personal Property Taxes,Text,"(410.4, 534.002, 481.65, 546.001)"
1,form1[0].Page1[0].f1_10[0],form1[0].Page1[0].line5d_add_lines_5a_through_5c,line5d_add_lines_5a_through_5c,Line5d Add Lines 5a Through 5c,Text,"(410.4, 522, 481.65, 533.999)"
1,form1[0].Page1[0].f1_11[0],form1[0].Page1[0].line5e_smaller_of_5d_or_salt_cap,line5e_smaller_of_5d_or_salt_cap,Line5e Smaller Of 5d Or Salt Cap,Text,"(410.4, 474.001, 481.65, 486)"
1,form1[0].Page1[0].f1_12[0],form1[0].Page1[0].line6_other_taxes_description,line6_other_taxes_description,Line6 Other Taxes Description,Text,"(122.4, 437.998, 381.6, 461.999)"
1,form1[0].Page1[0].f1_13[0],form1[0].Page1[0].line6_other_taxes_amount,line6_other_taxes_amount,Line6 Other Taxes Amount,Text,"(410.4, 438.001, 481.65, 450)"
1,form1[0].Page1[0].f1_14[0],form1[0].Page1[0].line7_add_lines_5e_and_6,line7_add_lines_5e_and_6,Line7 Add Lines 5e And 6,Text,"(504, 426.002, 576, 438.001)"
1,form1[0].Page1[0].Line8_ReadOrder[0].c1_2[0],form1[0].Page1[0].Line8_ReadOrder[0].line8_checkbox_mortgage_not_all_buy_build_improve,line8_checkbox_mortgage_not_all_buy_build_improve,Line8 Checkbox Mortgage Not All Buy Build Improve,CheckBox,"(373.6, 392.002, 381.6, 400.002)"
1,form1[0].Page1[0].f1_15[0],form1[0].Page1[0].line8a_home_mortgage_interest_reported_on_form_1098,line8a_home_mortgage_interest_reported_on_form_1098,Line8a Home Mortgage Interest Reported On Form 1098,Text,"(410.4, 366.001, 481.65, 378)"
1,form1[0].Page1[0].Line8b_ReadOrder[0].f1_16[0],form1[0].Page1[0].Line8b_ReadOrder[0].line8b_payee_name_id_address,line8b_payee_name_id_address,Line8b Payee Name Id Address,Text,"(122.4, 299.999, 381.6, 324)"
1,form1[0].Page1[0].f1_17[0],form1[0].Page1[0].line8b_home_mortgage_interest_not_reported_on_form_1098,line8b_home_mortgage_interest_not_reported_on_form_1098,Line8b Home Mortgage Interest Not Reported On Form 1098,Text,"(410.4, 324, 481.65, 335.999)"
1,form1[0].Page1[0].f1_18[0],form1[0].Page1[0].line8c_points_not_reported_on_form_1098,line8c_points_not_reported_on_form_1098,Line8c Points Not Reported On Form 1098,Text,"(410.4, 276.001, 481.65, 288)"
1,form1[0].Page1[0].f1_19[0],form1[0].Page1[0].line8d_reserved_for_future_use,line8d_reserved_for_future_use,Line8d Reserved For Future Use,Text,"(410.4, 264.002, 481.65, 276.001)"
1,form1[0].Page1[0].f1_20[0],form1[0].Page1[0].line8e_add_lines_8a_through_8c,line8e_add_lines_8a_through_8c,Line8e Add Lines 8a Through 8c,Text,"(410.4, 252, 481.65, 263.999)"
1,form1[0].Page1[0].f1_21[0],form1[0].Page1[0].line9_investment_interest_form_4952,line9_investment_interest_form_4952,Line9 Investment Interest Form 4952,Text,"(410.4, 240.001, 481.65, 252)"
1,form1[0].Page1[0].f1_22[0],form1[0].Page1[0].line10_add_lines_8e_and_9,line10_add_lines_8e_and_9,Line10 Add Lines 8e And 9,Text,"(504, 228.002, 576, 240.001)"
1,form1[0].Page1[0].f1_23[0],form1[0].Page1[0].line11_gifts_by_cash_or_check,line11_gifts_by_cash_or_check,Line11 Gifts By Cash Or Check,Text,"(410.4, 204.001, 481.65, 216)"
1,form1[0].Page1[0].f1_24[0],form1[0].Page1[0].line12_gifts_other_than_by_cash_or_check,line12_gifts_other_than_by_cash_or_check,Line12 Gifts Other Than By Cash Or Check,Text,"(410.4, 180, 481.65, 191.999)"
1,form1[0].Page1[0].f1_25[0],form1[0].Page1[0].line13_charitable_carryover_from_prior_year,line13_charitable_carryover_from_prior_year,Line13 Charitable Carryover From Prior Year,Text,"(410.4, 168.001, 481.65, 180)"
1,form1[0].Page1[0].f1_26[0],form1[0].Page1[0].line14_add_lines_11_through_13,line14_add_lines_11_through_13,Line14 Add Lines 11 Through 13,Text,"(504, 156.002, 576, 168.001)"
1,form1[0].Page1[0].f1_27[0],form1[0].Page1[0].line15_casualty_and_theft_losses_form_4684,line15_casualty_and_theft_losses_form_4684,Line15 Casualty And Theft Losses Form 4684,Text,"(504, 120.002, 576, 132.001)"
1,form1[0].Page1[0].f1_28[0],form1[0].Page1[0].line16_other_itemized_deductions_description,line16_other_itemized_deductions_description,Line16 Other Itemized Deductions Description,Text,"(122.4, 83.999, 475.2, 108)"
1,form1[0].Page1[0].f1_29[0],form1[0].Page1[0].line16_other_itemized_deductions_amount,line16_other_itemized_deductions_amount,Line16 Other Itemized Deductions Amount,Text,"(504, 84.002, 576, 96.001)"
1,form1[0].Page1[0].f1_30[0],form1[0].Page1[0].line17_total_itemized_deductions,line17_total_itemized_deductions,Line17 Total Itemized Deductions,Text,"(504, 60.001, 576, 72)"
1,form1[0].Page1[0].Line18_ReadOrder[0].c1_3[0],form1[0].Page1[0].Line18_ReadOrder[0].line18_checkbox_elect_to_itemize_even_if_below_standard,line18_checkbox_elect_to_itemize_even_if_below_standard,Line18 Checkbox Elect To Itemize Even If Below Standard,CheckBox,"(467.2, 38.25, 475.2, 46.25)"
