page,old_full_name,new_full_name,new_leaf_name,tooltip_label,type,rect
1,topmostSubform[0].Page1[0].f1_1[0],topmostSubform[0].Page1[0].taxpayer_name,taxpayer_name,Taxpayer Name,Text,"(36.000, 671.998, 460.050, 685.999)"
1,topmostSubform[0].Page1[0].f1_2[0],topmostSubform[0].Page1[0].taxpayer_ssn,taxpayer_ssn,Taxpayer Ssn,Text,"(460.800, 671.998, 576.000, 685.999)"
1,topmostSubform[0].Page1[0].f1_3[0],topmostSubform[0].Page1[0].home_address_main_home_if_different_from_return,home_address_main_home_if_different_from_return,Home Address Main Home If Different From Return,Text,"(36.000, 648.000, 576.000, 662.001)"
1,topmostSubform[0].Page1[0].f1_4[0],topmostSubform[0].Page1[0].mcc_issuer_name,mcc_issuer_name,Mcc Issuer Name,Text,"(36.000, 623.999, 244.050, 638.000)"
1,topmostSubform[0].Page1[0].f1_5[0],topmostSubform[0].Page1[0].mcc_certificate_number,mcc_certificate_number,Mcc Certificate Number,Text,"(244.800, 623.999, 460.800, 638.000)"
1,topmostSubform[0].Page1[0].f1_6[0],topmostSubform[0].Page1[0].mcc_issue_date,mcc_issue_date,Mcc Issue Date,Text,"(460.800, 623.999, 576.000, 638.000)"
1,topmostSubform[0].Page1[0].f1_7[0],topmostSubform[0].Page1[0].line1_interest_paid_on_certified_indebtedness,line1_interest_paid_on_certified_indebtedness,Line1 Interest Paid On Certified Indebtedness,Text,"(504.000, 540.000, 576.000, 551.999)"
1,topmostSubform[0].Page1[0].f1_8[0],topmostSubform[0].Page1[0].line2_certificate_credit_rate,line2_certificate_credit_rate,Line2 Certificate Credit Rate,Text,"(504.000, 504.000, 561.600, 515.999)"
1,topmostSubform[0].Page1[0].f1_9[0],topmostSubform[0].Page1[0].line3_multiply_line1_by_line2,line3_multiply_line1_by_line2,Line3 Multiply Line1 By Line2,Text,"(504.000, 468.000, 576.000, 479.999)"
1,topmostSubform[0].Page1[0].f1_10[0],topmostSubform[0].Page1[0].line4_carryforward_2022_credit_from_prior_form8396,line4_carryforward_2022_credit_from_prior_form8396,Line4 Carryforward 2022 Credit From Prior Form8396,Text,"(504.000, 420.001, 576.000, 432.000)"
1,topmostSubform[0].Page1[0].f1_11[0],topmostSubform[0].Page1[0].line5_carryforward_2023_credit_from_prior_form8396,line5_carryforward_2023_credit_from_prior_form8396,Line5 Carryforward 2023 Credit From Prior Form8396,Text,"(504.000, 396.000, 576.000, 407.999)"
1,topmostSubform[0].Page1[0].f1_12[0],topmostSubform[0].Page1[0].line6_carryforward_2024_credit_from_prior_form8396,line6_carryforward_2024_credit_from_prior_form8396,Line6 Carryforward 2024 Credit From Prior Form8396,Text,"(504.000, 372.002, 576.000, 384.001)"
