page,old_full_name,new_full_name,new_leaf_name,tooltip_label,type,rect
1,topmostSubform[0].Page1[0].f1_01[0],topmostSubform[0].Page1[0].taxpayer_name,taxpayer_name,Taxpayer Name,Text,"(36.000, 683.968, 460.050, 697.969)"
1,topmostSubform[0].Page1[0].f1_02[0],topmostSubform[0].Page1[0].taxpayer_identifying_number,taxpayer_identifying_number,Taxpayer Identifying Number,Text,"(461.800, 683.968, 576.000, 697.969)"
1,topmostSubform[0].Page1[0].f1_03[0],topmostSubform[0].Page1[0].line_a_number_of_qualified_refueling_properties,line_a_number_of_qualified_refueling_properties,Line A Number Of Qualified Refueling Properties,Text,"(489.600, 659.970, 576.000, 671.969)"
1,topmostSubform[0].Page1[0].f1_04[0],topmostSubform[0].Page1[0].line1_credit_amount_from_schedule_a_part_ii_business_investment_use,line1_credit_amount_from_schedule_a_part_ii_business_investment_use,Line1 Credit Amount From Schedule A Part Ii Business Investment Use,Text,"(489.600, 635.969, 576.000, 647.968)"
1,topmostSubform[0].Page1[0].f1_05[0],topmostSubform[0].Page1[0].line2_credit_from_partnerships_and_s_corporations,line2_credit_from_partnerships_and_s_corporations,Line2 Credit From Partnerships And S Corporations,Text,"(489.600, 611.968, 576.000, 623.967)"
1,topmostSubform[0].Page1[0].f1_06[0],topmostSubform[0].Page1[0].line3_business_investment_use_part_of_credit_to_form_3800_line_1s,line3_business_investment_use_part_of_credit_to_form_3800_line_1s,Line3 Business Investment Use Part Of Credit To Form 3800 Line 1s,Text,"(489.600, 575.968, 576.000, 587.967)"
1,topmostSubform[0].Page1[0].f1_07[0],topmostSubform[0].Page1[0].line4_credit_amount_from_schedule_a_part_iii_personal_use,line4_credit_amount_from_schedule_a_part_iii_personal_use,Line4 Credit Amount From Schedule A Part Iii Personal Use,Text,"(489.600, 551.970, 576.000, 563.969)"
1,topmostSubform[0].Page1[0].f1_08[0],topmostSubform[0].Page1[0].line5_regular_tax_before_credits,line5_regular_tax_before_credits,Line5 Regular Tax Before Credits,Text,"(489.600, 515.970, 576.000, 527.969)"
1,topmostSubform[0].Page1[0].f1_09[0],topmostSubform[0].Page1[0].line6a_foreign_tax_credit,line6a_foreign_tax_credit,Line6a Foreign Tax Credit,Text,"(381.600, 479.970, 467.250, 491.969)"
1,topmostSubform[0].Page1[0].f1_10[0],topmostSubform[0].Page1[0].line6b_certain_allowable_credits,line6b_certain_allowable_credits,Line6b Certain Allowable Credits,Text,"(381.600, 467.968, 467.250, 479.967)"
1,topmostSubform[0].Page1[0].f1_11[0],topmostSubform[0].Page1[0].line6c_add_lines_6a_and_6b,line6c_add_lines_6a_and_6b,Line6c Add Lines 6a And 6b,Text,"(489.600, 455.969, 576.000, 467.968)"
1,topmostSubform[0].Page1[0].f1_12[0],topmostSubform[0].Page1[0].line7_net_regular_tax_subtract_line_6c_from_line_5,line7_net_regular_tax_subtract_line_6c_from_line_5,Line7 Net Regular Tax Subtract Line 6c From Line 5,Text,"(489.600, 431.968, 576.000, 443.967)"
1,topmostSubform[0].Page1[0].f1_13[0],topmostSubform[0].Page1[0].line8_tentative_minimum_tax,line8_tentative_minimum_tax,Line8 Tentative Minimum Tax,Text,"(489.600, 395.968, 576.000, 407.967)"
1,topmostSubform[0].Page1[0].f1_14[0],topmostSubform[0].Page1[0].line9_subtract_line_8_from_line_7,line9_subtract_line_8_from_line_7,Line9 Subtract Line 8 From Line 7,Text,"(489.600, 359.968, 576.000, 371.967)"
1,topmostSubform[0].Page1[0].f1_15[0],topmostSubform[0].Page1[0].line10_personal_use_part_of_credit_to_schedule_3_line_6j,line10_personal_use_part_of_credit_to_schedule_3_line_6j,Line10 Personal Use Part Of Credit To Schedule 3 Line 6j,Text,"(489.600, 335.970, 576.000, 347.969)"
