old_field_name,semantic_field_name,field_type,pages_0_indexed,rect_first_occurrence
c1_1[0],noncitizen_marketplace_coverage_checkbox,checkbox,"0","[539.110, 674.251, 546.610, 681.751]"
c1_2[0],line4_check_a_100pct_fpl_exception,checkbox,"0","[262.200, 590.002, 270.200, 598.002]"
c1_2[1],line4_check_b_not_applicable,checkbox,"0","[319.800, 590.002, 327.800, 598.002]"
c1_2[2],line4_check_c_alternative_calculation,checkbox,"0","[377.400, 590.002, 385.400, 598.002]"
c1_4[0],line9_check_yes_unemployment_compensation,checkbox,"0","[64.800, 494.001, 72.800, 502.001]"
c1_4[1],line9_check_no_unemployment_compensation,checkbox,"0","[64.800, 482.002, 72.800, 490.002]"
c1_5[0],line10_check_yes_employer_coverage_affordability,checkbox,"0","[65.200, 457.998, 73.200, 465.998]"
c1_5[1],line10_check_no_employer_coverage_affordability,checkbox,"0","[65.200, 446.002, 73.200, 454.002]"
c2_1[0],line34_check_yes_use_alternative_calculation,checkbox,"1","[65.200, 362.000, 73.200, 370.000]"
c2_1[1],line34_check_no_standard_calculation,checkbox,"1","[64.800, 326.000, 72.800, 334.000]"
f1_1[0],taxpayer_name,text,"0","[36.000, 684.000, 380.850, 698.001]"
f1_2[0],taxpayer_ssn,text,"0","[381.600, 684.000, 576.000, 698.001]"
f1_3[0],line1_tax_family_size,text,"0","[504.000, 648.000, 576.000, 659.999]"
f1_4[0],line2a_modified_agi_taxpayer,text,"0","[410.400, 636.001, 481.650, 648.000]"
f1_5[0],line2b_dependents_modified_agi,text,"0","[410.400, 624.002, 481.650, 636.001]"
f1_6[0],line3_household_income,text,"0","[504.000, 612.000, 576.000, 623.999]"
f1_7[0],line5_federal_poverty_line,text,"0","[504.000, 588.002, 576.000, 600.001]"
f1_8[0],line6_household_income_as_pct_of_fpl,text,"0","[504.000, 576.000, 561.600, 587.999]"
f1_9[0],line7_applicable_figure,text,"0","[504.000, 552.002, 576.000, 564.001]"
f1_10[0],line8a_annual_contribution_amount,text,"0","[230.400, 528.001, 301.650, 540.000]"
f1_11[0],line8b_monthly_contribution_amount,text,"0","[504.000, 528.001, 576.000, 540.000]"
f1_13[0],line11_annual_col_a_enrollment_premiums,text,"0","[108.000, 396.000, 179.250, 407.999]"
f1_14[0],line11_annual_col_b_applicable_slcsp_premium,text,"0","[180.000, 396.000, 258.450, 407.999]"
f1_15[0],line11_annual_col_c_advance_credit_payments,text,"0","[259.200, 396.000, 337.650, 407.999]"
f1_16[0],line11_annual_col_d_maximum_premium_assistance,text,"0","[338.400, 396.000, 416.850, 407.999]"
f1_17[0],line11_annual_col_e_credit_claimed,text,"0","[417.600, 396.000, 496.050, 407.999]"
f1_18[0],line11_annual_col_f_net_premium_credit,text,"0","[496.800, 396.000, 576.000, 407.999]"
f1_19[0],line12_jan_col_a_enrollment_premiums,text,"0","[108.000, 335.999, 179.250, 347.998]"
f1_20[0],line12_jan_col_b_applicable_slcsp_premium,text,"0","[180.000, 335.999, 258.450, 347.998]"
f1_21[0],line12_jan_col_c_advance_credit_payments,text,"0","[259.200, 335.999, 337.650, 347.998]"
f1_22[0],line12_jan_col_d_maximum_premium_assistance,text,"0","[338.400, 335.999, 416.850, 347.998]"
f1_23[0],line12_jan_col_e_credit_claimed,text,"0","[417.600, 335.999, 496.050, 347.998]"
f1_24[0],line12_jan_col_f_net_premium_credit,text,"0","[496.800, 335.999, 576.000, 347.998]"
f1_25[0],line13_feb_col_a_enrollment_premiums,text,"0","[108.000, 324.000, 179.250, 335.999]"
f1_26[0],line13_feb_col_b_applicable_slcsp_premium,text,"0","[180.000, 324.000, 258.450, 335.999]"
f1_27[0],line13_feb_col_c_advance_credit_payments,text,"0","[259.200, 324.000, 337.650, 335.999]"
f1_28[0],line13_feb_col_d_maximum_premium_assistance,text,"0","[338.400, 324.000, 416.850, 335.999]"
f1_29[0],line13_feb_col_e_credit_claimed,text,"0","[417.600, 324.000, 496.050, 335.999]"
