page,old_full_name,new_full_name,new_leaf_name,tooltip_label,type,rect
1,topmostSubform[0].Page1[0].f1_1[0],topmostSubform[0].Page1[0].taxpayer_name,taxpayer_name,Taxpayer Name,Text,"(36, 671.966, 460.05, 685.967)"
1,topmostSubform[0].Page1[0].f1_2[0],topmostSubform[0].Page1[0].taxpayer_ssn,taxpayer_ssn,Taxpayer Ssn,Text,"(460.8, 671.966, 576, 685.967)"
1,topmostSubform[0].Page1[0].Table_Line1[0].Row1[0].f1_3[0],topmostSubform[0].Page1[0].Table_Line1[0].Row1[0].line1_row1_name_of_person_enrolled,line1_row1_name_of_person_enrolled,Line1 Row1 Name Of Person Enrolled,Text,"(36, 611.968, 294.45, 635.969)"
1,topmostSubform[0].Page1[0].Table_Line1[0].Row1[0].ColB[0].f1_4[0],topmostSubform[0].Page1[0].Table_Line1[0].Row1[0].ColB[0].line1_row1_institution_name,line1_row1_institution_name,Line1 Row1 Institution Name,Text,"(296.2, 623.97, 576, 635.969)"
1,topmostSubform[0].Page1[0].Table_Line1[0].Row1[0].ColB[0].f1_5[0],topmostSubform[0].Page1[0].Table_Line1[0].Row1[0].ColB[0].line1_row1_institution_address,line1_row1_institution_address,Line1 Row1 Institution Address,Text,"(296.2, 611.968, 576, 623.967)"
1,topmostSubform[0].Page1[0].Table_Line1[0].Row2[0].f1_6[0],topmostSubform[0].Page1[0].Table_Line1[0].Row2[0].line1_row2_name_of_person_enrolled,line1_row2_name_of_person_enrolled,Line1 Row2 Name Of Person Enrolled,Text,"(36, 587.967, 294.45, 611.968)"
1,topmostSubform[0].Page1[0].Table_Line1[0].Row2[0].ColB[0].f1_7[0],topmostSubform[0].Page1[0].Table_Line1[0].Row2[0].ColB[0].line1_row2_institution_name,line1_row2_institution_name,Line1 Row2 Institution Name,Text,"(296.2, 599.969, 576, 611.968)"
1,topmostSubform[0].Page1[0].Table_Line1[0].Row2[0].ColB[0].f1_8[0],topmostSubform[0].Page1[0].Table_Line1[0].Row2[0].ColB[0].line1_row2_institution_address,line1_row2_institution_address,Line1 Row2 Institution Address,Text,"(296.2, 587.97, 576, 599.969)"
1,topmostSubform[0].Page1[0].Table_Line1[0].Row3[0].f1_9[0],topmostSubform[0].Page1[0].Table_Line1[0].Row3[0].line1_row3_name_of_person_enrolled,line1_row3_name_of_person_enrolled,Line1 Row3 Name Of Person Enrolled,Text,"(36, 563.966, 294.45, 587.967)"
1,topmostSubform[0].Page1[0].Table_Line1[0].Row3[0].ColB[0].f1_10[0],topmostSubform[0].Page1[0].Table_Line1[0].Row3[0].ColB[0].line1_row3_institution_name,line1_row3_institution_name,Line1 Row3 Institution Name,Text,"(296.2, 575.968, 576, 587.967)"
1,topmostSubform[0].Page1[0].Table_Line1[0].Row3[0].ColB[0].f1_11[0],topmostSubform[0].Page1[0].Table_Line1[0].Row3[0].ColB[0].line1_row3_institution_address,line1_row3_institution_address,Line1 Row3 Institution Address,Text,"(296.2, 563.969, 576, 575.968)"
1,topmostSubform[0].Page1[0].f1_12[0],topmostSubform[0].Page1[0].line2_total_qualified_higher_education_expenses,line2_total_qualified_higher_education_expenses,Line2 Total Qualified Higher Education Expenses,Text,"(504, 527.969, 576, 539.968)"
1,topmostSubform[0].Page1[0].f1_13[0],topmostSubform[0].Page1[0].line3_nontaxable_educational_benefits,line3_nontaxable_educational_benefits,Line3 Nontaxable Educational Benefits,Text,"(504, 503.968, 576, 515.967)"
1,topmostSubform[0].Page1[0].f1_14[0],topmostSubform[0].Page1[0].line4_qualified_expenses_after_tax_free_benefits,line4_qualified_expenses_after_tax_free_benefits,Line4 Qualified Expenses After Tax Free Benefits,Text,"(504, 491.969, 576, 503.968)"
1,topmostSubform[0].Page1[0].f1_15[0],topmostSubform[0].Page1[0].line5_total_series_ee_i_bond_proceeds_cashed,line5_total_series_ee_i_bond_proceeds_cashed,Line5 Total Series Ee I Bond Proceeds Cashed,Text,"(504, 467.968, 576, 479.967)"
1,topmostSubform[0].Page1[0].f1_16[0],topmostSubform[0].Page1[0].line6_interest_portion_included_in_line5,line6_interest_portion_included_in_line5,Line6 Interest Portion Included In Line5,Text,"(504, 455.969, 576, 467.968)"
1,topmostSubform[0].Page1[0].f1_17[0],topmostSubform[0].Page1[0].line7_ratio_whole_number,line7_ratio_whole_number,Line7 Ratio Whole Number,Text,"(532.8, 431.968, 547.2, 443.967)"
1,topmostSubform[0].Page1[0].f1_18[0],topmostSubform[0].Page1[0].line7_ratio_decimal,line7_ratio_decimal,Line7 Ratio Decimal,Text,"(550.8, 431.968, 576, 443.967)"
1,topmostSubform[0].Page1[0].f1_19[0],topmostSubform[0].Page1[0].line8_line6_multiplied_by_line7,line8_line6_multiplied_by_line7,Line8 Line6 Multiplied By Line7,Text,"(504, 419.969, 576, 431.968)"
1,topmostSubform[0].Page1[0].f1_20[0],topmostSubform[0].Page1[0].line9_modified_adjusted_gross_income,line9_modified_adjusted_gross_income,Line9 Modified Adjusted Gross Income,Text,"(410.4, 407.97, 481.65, 419.969)"
1,topmostSubform[0].Page1[0].f1_21[0],topmostSubform[0].Page1[0].line10_phaseout_start_threshold,line10_phaseout_start_threshold,Line10 Phaseout Start Threshold,Text,"(410.4, 347.969, 481.65, 359.968)"
1,topmostSubform[0].Page1[0].f1_22[0],topmostSubform[0].Page1[0].line11_magi_minus_phaseout_start,line11_magi_minus_phaseout_start,Line11 Magi Minus Phaseout Start,Text,"(410.4, 323.968, 481.65, 335.967)"
1,topmostSubform[0].Page1[0].f1_23[0],topmostSubform[0].Page1[0].line12_phaseout_ratio_whole_number,line12_phaseout_ratio_whole_number,Line12 Phaseout Ratio Whole Number,Text,"(532.8, 299.97, 547.2, 311.969)"
1,topmostSubform[0].Page1[0].f1_24[0],topmostSubform[0].Page1[0].line12_phaseout_ratio_decimal,line12_phaseout_ratio_decimal,Line12 Phaseout Ratio Decimal,Text,"(550.8, 299.97, 576, 311.969)"
1,topmostSubform[0].Page1[0].f1_25[0],topmostSubform[0].Page1[0].line13_line8_multiplied_by_line12,line13_line8_multiplied_by_line12,Line13 Line8 Multiplied By Line12,Text,"(504, 287.968, 576, 299.967)"
1,topmostSubform[0].Page1[0].f1_26[0],topmostSubform[0].Page1[0].line14_excludable_savings_bond_interest,line14_excludable_savings_bond_interest,Line14 Excludable Savings Bond Interest,Text,"(504, 263.97, 576, 275.969)"
3,topmostSubform[0].Page3[0].Col2[0].Worksheet_Line6[0].Line1[0].f3_1[0],topmostSubform[0].Page3[0].Col2[0].Worksheet_Line6[0].Line1[0].line6_worksheet_line1_amount_from_form8815_line5,line6_worksheet_line1_amount_from_form8815_line5,Line6 Worksheet Line1 Amount From Form8815 Line5,Text,"(518.4, 308.569, 576, 320.569)"
3,topmostSubform[0].Page3[0].Col2[0].Worksheet_Line6[0].Line2[0].f3_2[0],topmostSubform[0].Page3[0].Col2[0].Worksheet_Line6[0].Line2[0].line6_worksheet_line2_face_value_paper_ee_bonds_cashed,line6_worksheet_line2_face_value_paper_ee_bonds_cashed,Line6 Worksheet Line2 Face Value Paper Ee Bonds Cashed,Text,"(518.4, 284.568, 576, 296.569)"
3,topmostSubform[0].Page3[0].Col2[0].Worksheet_Line6[0].Line3[0].f3_3[0],topmostSubform[0].Page3[0].Col2[0].Worksheet_Line6[0].Line3[0].line6_worksheet_line3_paper_ee_at_50_percent,line6_worksheet_line3_paper_ee_at_50_percent,Line6 Worksheet Line3 Paper Ee At 50 Percent,Text,"(518.4, 272.569, 576, 284.568)"
3,topmostSubform[0].Page3[0].Col2[0].Worksheet_Line6[0].Line4[0].f3_4[0],topmostSubform[0].Page3[0].Col2[0].Worksheet_Line6[0].Line4[0].line6_worksheet_line4_face_value_electronic_ee_and_paper_i_bonds_cashed,line6_worksheet_line4_face_value_electronic_ee_and_paper_i_bonds_cashed,Line6 Worksheet Line4 Face Value Electronic Ee And Paper I Bonds Cashed,Text,"(518.4, 230.568, 576, 242.569)"
3,topmostSubform[0].Page3[0].Col2[0].Worksheet_Line6[0].Line5[0].f3_5[0],topmostSubform[0].Page3[0].Col2[0].Worksheet_Line6[0].Line5[0].line6_worksheet_line5_total_lines_3_and_4,line6_worksheet_line5_total_lines_3_and_4,Line6 Worksheet Line5 Total Lines 3 And 4,Text,"(518.4, 217.568, 576, 230.568)"
3,topmostSubform[0].Page3[0].Col2[0].Worksheet_Line6[0].Line6[0].f3_6[0],topmostSubform[0].Page3[0].Col2[0].Worksheet_Line6[0].Line6[0].line6_worksheet_line6_subtract_line5_from_line1,line6_worksheet_line6_subtract_line5_from_line1,Line6 Worksheet Line6 Subtract Line5 From Line1,Text,"(518.4, 175.567, 576, 187.568)"
3,topmostSubform[0].Page3[0].Col2[0].Worksheet_Line6[0].Line7[0].f3_7[0],topmostSubform[0].Page3[0].Col2[0].Worksheet_Line6[0].Line7[0].line6_worksheet_line7_interest_reported_in_prior_years,line6_worksheet_line7_interest_reported_in_prior_years,Line6 Worksheet Line7 Interest Reported In Prior Years,Text,"(518.4, 151.566, 576, 163.567)"
3,topmostSubform[0].Page3[0].Col2[0].Worksheet_Line6[0].Line8[0].f3_8[0],topmostSubform[0].Page3[0].Col2[0].Worksheet_Line6[0].Line8[0].line6_worksheet_line8_subtract_line7_from_line6,line6_worksheet_line8_subtract_line7_from_line6,Line6 Worksheet Line8 Subtract Line7 From Line6,Text,"(518.4, 127.565, 576, 139.566)"
4,topmostSubform[0].Page4[0].Col2[0].Line1[0].f4_1[0],topmostSubform[0].Page4[0].Col2[0].Line1[0].line9_worksheet_line1_amount_from_schedule_b_line2,line9_worksheet_line1_amount_from_schedule_b_line2,Line9 Worksheet Line1 Amount From Schedule B Line2,Text,"(518.4, 699.967, 576, 711.968)"
4,topmostSubform[0].Page4[0].Col2[0].Line2[0].f4_2[0],topmostSubform[0].Page4[0].Col2[0].Line2[0].line9_worksheet_line2_form1040_and_schedule1_income_subtotal,line9_worksheet_line2_form1040_and_schedule1_income_subtotal,Line9 Worksheet Line2 Form1040 And Schedule1 Income Subtotal,Text,"(518.4, 657.966, 576, 669.967)"
4,topmostSubform[0].Page4[0].Col2[0].Line3[0].f4_3[0],topmostSubform[0].Page4[0].Col2[0].Line3[0].line9_worksheet_line3_total_lines_1_and_2,line9_worksheet_line3_total_lines_1_and_2,Line9 Worksheet Line3 Total Lines 1 And 2,Text,"(518.4, 645.967, 576, 657.966)"
