page,old_full_name,new_full_name,new_leaf_name,tooltip_label,type,rect
1,topmostSubform[0].Page1[0].f1_01[0],topmostSubform[0].Page1[0].taxpayer_name,taxpayer_name,Taxpayer Name,Text,"(36, 684, 445.65, 698.001)"
1,topmostSubform[0].Page1[0].f1_02[0],topmostSubform[0].Page1[0].taxpayer_ssn,taxpayer_ssn,Taxpayer Ssn,Text,"(447.4, 684, 576, 698.001)"
1,topmostSubform[0].Page1[0].f1_03[0],topmostSubform[0].Page1[0].line1_foreign_tax_credit_form1116,line1_foreign_tax_credit_form1116,Line1 Foreign Tax Credit Form1116,Text,"(504, 660.002, 576, 672.001)"
1,topmostSubform[0].Page1[0].f1_04[0],topmostSubform[0].Page1[0].line2_credit_for_child_and_dependent_care_expenses_form2441,line2_credit_for_child_and_dependent_care_expenses_form2441,Line2 Credit For Child And Dependent Care Expenses Form2441,Text,"(504, 648, 576, 659.999)"
1,topmostSubform[0].Page1[0].f1_05[0],topmostSubform[0].Page1[0].line3_education_credits_form8863_line19,line3_education_credits_form8863_line19,Line3 Education Credits Form8863 Line19,Text,"(504, 636.001, 576, 648)"
1,topmostSubform[0].Page1[0].f1_06[0],topmostSubform[0].Page1[0].line4_retirement_savings_contributions_credit_form8880,line4_retirement_savings_contributions_credit_form8880,Line4 Retirement Savings Contributions Credit Form8880,Text,"(504, 624.002, 576, 636.001)"
1,topmostSubform[0].Page1[0].f1_07[0],topmostSubform[0].Page1[0].line5a_residential_clean_energy_credit_form5695,line5a_residential_clean_energy_credit_form5695,Line5a Residential Clean Energy Credit Form5695,Text,"(504, 612, 576, 623.999)"
1,topmostSubform[0].Page1[0].f1_08[0],topmostSubform[0].Page1[0].line5b_energy_efficient_home_improvement_credit_form5695,line5b_energy_efficient_home_improvement_credit_form5695,Line5b Energy Efficient Home Improvement Credit Form5695,Text,"(504, 600.001, 576, 612)"
1,topmostSubform[0].Page1[0].Line6a_ReadOrder[0].f1_09[0],topmostSubform[0].Page1[0].Line6a_ReadOrder[0].line6a_general_business_credit_form3800,line6a_general_business_credit_form3800,Line6a General Business Credit Form3800,Text,"(410.4, 576, 481.65, 587.999)"
1,topmostSubform[0].Page1[0].f1_10[0],topmostSubform[0].Page1[0].line6b_credit_for_prior_year_minimum_tax_form8801,line6b_credit_for_prior_year_minimum_tax_form8801,Line6b Credit For Prior Year Minimum Tax Form8801,Text,"(410.4, 564.001, 481.65, 576)"
1,topmostSubform[0].Page1[0].f1_11[0],topmostSubform[0].Page1[0].line6c_adoption_credit_form8839,line6c_adoption_credit_form8839,Line6c Adoption Credit Form8839,Text,"(410.4, 552.002, 481.65, 564.001)"
