page,old_full_name,new_full_name,new_leaf_name,tooltip_label,type,rect
1,topmostSubform[0].Page1[0].f1_01[0],topmostSubform[0].Page1[0].taxpayer_name,taxpayer_name,Taxpayer Name,Text,"(36, 671.966, 438.45, 685.967)"
1,topmostSubform[0].Page1[0].f1_02[0],topmostSubform[0].Page1[0].taxpayer_ssn,taxpayer_ssn,Taxpayer Ssn,Text,"(440.2, 671.966, 576, 685.967)"
1,topmostSubform[0].Page1[0].Table[0].Row1i[0].f1_03[0],topmostSubform[0].Page1[0].Table[0].Row1i[0].line1_row1_trade_or_business_name,line1_row1_trade_or_business_name,Line1 Row1 Trade Or Business Name,Text,"(65.8, 551.967, 395.25, 575.968)"
1,topmostSubform[0].Page1[0].Table[0].Row1i[0].f1_04[0],topmostSubform[0].Page1[0].Table[0].Row1i[0].line1_row1_taxpayer_identification_number,line1_row1_taxpayer_identification_number,Line1 Row1 Taxpayer Identification Number,Text,"(396.75, 551.967, 481.65, 563.968)"
1,topmostSubform[0].Page1[0].Table[0].Row1i[0].f1_05[0],topmostSubform[0].Page1[0].Table[0].Row1i[0].line1_row1_qualified_business_income_or_loss,line1_row1_qualified_business_income_or_loss,Line1 Row1 Qualified Business Income Or Loss,Text,"(482.4, 551.967, 576, 563.968)"
1,topmostSubform[0].Page1[0].Table[0].Row1ii[0].f1_06[0],topmostSubform[0].Page1[0].Table[0].Row1ii[0].line1_row2_trade_or_business_name,line1_row2_trade_or_business_name,Line1 Row2 Trade Or Business Name,Text,"(65.8, 527.966, 395.25, 551.967)"
1,topmostSubform[0].Page1[0].Table[0].Row1ii[0].f1_07[0],topmostSubform[0].Page1[0].Table[0].Row1ii[0].line1_row2_taxpayer_identification_number,line1_row2_taxpayer_identification_number,Line1 Row2 Taxpayer Identification Number,Text,"(396.75, 527.966, 481.65, 539.967)"
1,topmostSubform[0].Page1[0].Table[0].Row1ii[0].f1_08[0],topmostSubform[0].Page1[0].Table[0].Row1ii[0].line1_row2_qualified_business_income_or_loss,line1_row2_qualified_business_income_or_loss,Line1 Row2 Qualified Business Income Or Loss,Text,"(482.4, 527.966, 576, 539.967)"
1,topmostSubform[0].Page1[0].Table[0].Row1iii[0].f1_09[0],topmostSubform[0].Page1[0].Table[0].Row1iii[0].line1_row3_trade_or_business_name,line1_row3_trade_or_business_name,Line1 Row3 Trade Or Business Name,Text,"(65.8, 503.965, 395.25, 527.966)"
1,topmostSubform[0].Page1[0].Table[0].Row1iii[0].f1_10[0],topmostSubform[0].Page1[0].Table[0].Row1iii[0].line1_row3_taxpayer_identification_number,line1_row3_taxpayer_identification_number,Line1 Row3 Taxpayer Identification Number,Text,"(396.75, 503.965, 481.65, 515.966)"
1,topmostSubform[0].Page1[0].Table[0].Row1iii[0].f1_11[0],topmostSubform[0].Page1[0].Table[0].Row1iii[0].line1_row3_qualified_business_income_or_loss,line1_row3_qualified_business_income_or_loss,Line1 Row3 Qualified Business Income Or Loss,Text,"(482.4, 503.965, 576, 515.966)"
1,topmostSubform[0].Page1[0].Table[0].Row1iv[0].f1_12[0],topmostSubform[0].Page1[0].Table[0].Row1iv[0].line1_row4_trade_or_business_name,line1_row4_trade_or_business_name,Line1 Row4 Trade Or Business Name,Text,"(65.8, 479.964, 395.25, 503.965)"
1,topmostSubform[0].Page1[0].Table[0].Row1iv[0].f1_13[0],topmostSubform[0].Page1[0].Table[0].Row1iv[0].line1_row4_taxpayer_identification_number,line1_row4_taxpayer_identification_number,Line1 Row4 Taxpayer Identification Number,Text,"(396.75, 479.964, 481.65, 491.965)"
1,topmostSubform[0].Page1[0].Table[0].Row1iv[0].f1_14[0],topmostSubform[0].Page1[0].Table[0].Row1iv[0].line1_row4_qualified_business_income_or_loss,line1_row4_qualified_business_income_or_loss,Line1 Row4 Qualified Business Income Or Loss,Text,"(482.4, 479.964, 576, 491.965)"
1,topmostSubform[0].Page1[0].Table[0].Row1v[0].f1_15[0],topmostSubform[0].Page1[0].Table[0].Row1v[0].line1_row5_trade_or_business_name,line1_row5_trade_or_business_name,Line1 Row5 Trade Or Business Name,Text,"(65.8, 455.963, 395.25, 479.964)"
1,topmostSubform[0].Page1[0].Table[0].Row1v[0].f1_16[0],topmostSubform[0].Page1[0].Table[0].Row1v[0].line1_row5_taxpayer_identification_number,line1_row5_taxpayer_identification_number,Line1 Row5 Taxpayer Identification Number,Text,"(396.75, 455.963, 481.65, 467.964)"
1,topmostSubform[0].Page1[0].Table[0].Row1v[0].f1_17[0],topmostSubform[0].Page1[0].Table[0].Row1v[0].line1_row5_qualified_business_income_or_loss,line1_row5_qualified_business_income_or_loss,Line1 Row5 Qualified Business Income Or Loss,Text,"(482.4, 455.963, 576, 467.964)"
1,topmostSubform[0].Page1[0].Line2_ReadOrder[0].f1_18[0],topmostSubform[0].Page1[0].Line2_ReadOrder[0].line2_total_qualified_business_income_or_loss,line2_total_qualified_business_income_or_loss,Line2 Total Qualified Business Income Or Loss,Text,"(410.4, 431.968, 481.65, 443.967)"
1,topmostSubform[0].Page1[0].f1_19[0],topmostSubform[0].Page1[0].line3_qualified_business_net_loss_carryforward,line3_qualified_business_net_loss_carryforward,Line3 Qualified Business Net Loss Carryforward,Text,"(413.4, 419.969, 479.4, 431.968)"
1,topmostSubform[0].Page1[0].f1_20[0],topmostSubform[0].Page1[0].line4_total_qualified_business_income,line4_total_qualified_business_income,Line4 Total Qualified Business Income,Text,"(410.4, 407.97, 481.65, 419.969)"
1,topmostSubform[0].Page1[0].f1_21[0],topmostSubform[0].Page1[0].line5_qualified_business_income_component,line5_qualified_business_income_component,Line5 Qualified Business Income Component,Text,"(504, 395.968, 576, 407.967)"
1,topmostSubform[0].Page1[0].Line6_ReadOrder[0].f1_22[0],topmostSubform[0].Page1[0].Line6_ReadOrder[0].line6_qualified_reit_dividends_and_ptp_income,line6_qualified_reit_dividends_and_ptp_income,Line6 Qualified Reit Dividends And Ptp Income,Text,"(410.4, 371.97, 481.65, 383.969)"
1,topmostSubform[0].Page1[0].f1_23[0],topmostSubform[0].Page1[0].line7_qualified_reit_dividends_and_ptp_loss_carryforward,line7_qualified_reit_dividends_and_ptp_loss_carryforward,Line7 Qualified Reit Dividends And Ptp Loss Carryforward,Text,"(413.4, 347.969, 479.4, 359.968)"
1,topmostSubform[0].Page1[0].f1_24[0],topmostSubform[0].Page1[0].line8_total_qualified_reit_dividends_and_ptp_income,line8_total_qualified_reit_dividends_and_ptp_income,Line8 Total Qualified Reit Dividends And Ptp Income,Text,"(410.4, 323.968, 481.65, 335.967)"
1,topmostSubform[0].Page1[0].f1_25[0],topmostSubform[0].Page1[0].line9_qualified_reit_dividends_and_ptp_component,line9_qualified_reit_dividends_and_ptp_component,Line9 Qualified Reit Dividends And Ptp Component,Text,"(504, 311.969, 576, 323.968)"
1,topmostSubform[0].Page1[0].f1_26[0],topmostSubform[0].Page1[0].line10_qualified_business_income_deduction_before_limitation,line10_qualified_business_income_deduction_before_limitation,Line10 Qualified Business Income Deduction Before Limitation,Text,"(504, 299.97, 576, 311.969)"
1,topmostSubform[0].Page1[0].f1_27[0],topmostSubform[0].Page1[0].line11_taxable_income_before_qbi_deduction,line11_taxable_income_before_qbi_deduction,Line11 Taxable Income Before Qbi Deduction,Text,"(410.4, 287.968, 481.65, 299.967)"
1,topmostSubform[0].Page1[0].f1_28[0],topmostSubform[0].Page1[0].line12_net_capital_gain,line12_net_capital_gain,Line12 Net Capital Gain,Text,"(410.4, 263.97, 481.65, 275.969)"
1,topmostSubform[0].Page1[0].f1_29[0],topmostSubform[0].Page1[0].line13_taxable_income_minus_net_capital_gain,line13_taxable_income_minus_net_capital_gain,Line13 Taxable Income Minus Net Capital Gain,Text,"(410.4, 251.968, 481.65, 263.967)"
1,topmostSubform[0].Page1[0].f1_30[0],topmostSubform[0].Page1[0].line14_income_limitation,line14_income_limitation,Line14 Income Limitation,Text,"(504, 239.969, 576, 251.968)"
1,topmostSubform[0].Page1[0].f1_31[0],topmostSubform[0].Page1[0].line15_qualified_business_income_deduction,line15_qualified_business_income_deduction,Line15 Qualified Business Income Deduction,Text,"(504, 215.968, 576, 227.967)"
1,topmostSubform[0].Page1[0].f1_32[0],topmostSubform[0].Page1[0].line16_total_qualified_business_loss_carryforward,line16_total_qualified_business_loss_carryforward,Line16 Total Qualified Business Loss Carryforward,Text,"(507, 203.969, 573, 215.968)"
1,topmostSubform[0].Page1[0].f1_33[0],topmostSubform[0].Page1[0].line17_total_qualified_reit_ptp_loss_carryforward,line17_total_qualified_reit_ptp_loss_carryforward,Line17 Total Qualified Reit Ptp Loss Carryforward,Text,"(507, 179.968, 573, 191.967)"
