page,old_full_name,new_full_name,new_leaf_name,tooltip_label,type,rect
1,topmostSubform[0].Page1[0].c1_1[0],topmostSubform[0].Page1[0].amended_return_check,amended_return_check,Amended Return Check,CheckBox,"(565, 662.968, 573, 670.968)"
1,topmostSubform[0].Page1[0].f1_1[0],topmostSubform[0].Page1[0].name_of_individual_subject_to_additional_tax,name_of_individual_subject_to_additional_tax,Name Of Individual Subject To Additional Tax,Text,"(36, 683.968, 474.45, 697.969)"
1,topmostSubform[0].Page1[0].f1_2[0],topmostSubform[0].Page1[0].your_social_security_number,your_social_security_number,Your Social Security Number,Text,"(475.2, 683.968, 576, 697.969)"
1,topmostSubform[0].Page1[0].f1_3[0],topmostSubform[0].Page1[0].home_address_street,home_address_street,Home Address Street,Text,"(152.2, 659.967, 424.05, 673.968)"
1,topmostSubform[0].Page1[0].f1_4[0],topmostSubform[0].Page1[0].home_address_apt_no,home_address_apt_no,Home Address Apt No,Text,"(424.8, 659.967, 475.2, 673.968)"
1,topmostSubform[0].Page1[0].f1_5[0],topmostSubform[0].Page1[0].home_address_city_state_zip,home_address_city_state_zip,Home Address City State Zip,Text,"(152.2, 635.966, 575.25, 649.967)"
1,topmostSubform[0].Page1[0].f1_6[0],topmostSubform[0].Page1[0].foreign_country_name,foreign_country_name,Foreign Country Name,Text,"(152.2, 611.968, 308.85, 625.969)"
1,topmostSubform[0].Page1[0].f1_7[0],topmostSubform[0].Page1[0].foreign_province_state_county,foreign_province_state_county,Foreign Province State County,Text,"(310.6, 611.968, 474.45, 625.969)"
1,topmostSubform[0].Page1[0].f1_8[0],topmostSubform[0].Page1[0].foreign_postal_code,foreign_postal_code,Foreign Postal Code,Text,"(475.2, 611.968, 576, 625.969)"
1,topmostSubform[0].Page1[0].f1_9[0],topmostSubform[0].Page1[0].line1_early_distributions_includible_in_income,line1_early_distributions_includible_in_income,Line1 Early Distributions Includible In Income,Text,"(504, 527.969, 576, 539.968)"
1,topmostSubform[0].Page1[0].f1_10[0],topmostSubform[0].Page1[0].line2_exception_number,line2_exception_number,Line2 Exception Number,Text,"(316.8, 503.968, 352.8, 515.967)"
1,topmostSubform[0].Page1[0].f1_11[0],topmostSubform[0].Page1[0].line2_early_distributions_not_subject_to_additional_tax,line2_early_distributions_not_subject_to_additional_tax,Line2 Early Distributions Not Subject To Additional Tax,Text,"(504, 503.968, 576, 515.967)"
1,topmostSubform[0].Page1[0].f1_12[0],topmostSubform[0].Page1[0].line3_amount_subject_to_additional_tax,line3_amount_subject_to_additional_tax,Line3 Amount Subject To Additional Tax,Text,"(504, 491.969, 576, 503.968)"
1,topmostSubform[0].Page1[0].f1_13[0],topmostSubform[0].Page1[0].line4_additional_tax_early_distributions,line4_additional_tax_early_distributions,Line4 Additional Tax Early Distributions,Text,"(504, 479.97, 576, 491.969)"
1,topmostSubform[0].Page1[0].f1_14[0],topmostSubform[0].Page1[0].line5_distributions_from_coverdell_qtp_able,line5_distributions_from_coverdell_qtp_able,Line5 Distributions From Coverdell Qtp Able,Text,"(504, 407.97, 576, 419.969)"
1,topmostSubform[0].Page1[0].f1_15[0],topmostSubform[0].Page1[0].line6_distributions_not_subject_to_additional_tax,line6_distributions_not_subject_to_additional_tax,Line6 Distributions Not Subject To Additional Tax,Text,"(504, 395.968, 576, 407.967)"
1,topmostSubform[0].Page1[0].f1_16[0],topmostSubform[0].Page1[0].line7_amount_subject_to_additional_tax,line7_amount_subject_to_additional_tax,Line7 Amount Subject To Additional Tax,Text,"(504, 383.969, 576, 395.968)"
1,topmostSubform[0].Page1[0].f1_17[0],topmostSubform[0].Page1[0].line8_additional_tax_education_able_accounts,line8_additional_tax_education_able_accounts,Line8 Additional Tax Education Able Accounts,Text,"(504, 371.97, 576, 383.969)"
1,topmostSubform[0].Page1[0].f1_18[0],topmostSubform[0].Page1[0].line9_excess_contributions_from_2024_line16,line9_excess_contributions_from_2024_line16,Line9 Excess Contributions From 2024 Line16,Text,"(504, 323.968, 576, 335.967)"
1,topmostSubform[0].Page1[0].f1_19[0],topmostSubform[0].Page1[0].line10_traditional_ira_contributions_less_than_maximum,line10_traditional_ira_contributions_less_than_maximum,Line10 Traditional Ira Contributions Less Than Maximum,Text,"(410.4, 299.97, 481.65, 311.969)"
1,topmostSubform[0].Page1[0].f1_20[0],topmostSubform[0].Page1[0].line11_traditional_ira_distributions_included_in_income,line11_traditional_ira_distributions_included_in_income,Line11 Traditional Ira Distributions Included In Income,Text,"(410.4, 287.968, 481.65, 299.967)"
1,topmostSubform[0].Page1[0].f1_21[0],topmostSubform[0].Page1[0].line12_distributions_of_prior_year_excess_contributions,line12_distributions_of_prior_year_excess_contributions,Line12 Distributions Of Prior Year Excess Contributions,Text,"(410.4, 263.97, 481.65, 275.969)"
1,topmostSubform[0].Page1[0].f1_22[0],topmostSubform[0].Page1[0].line13_add_lines_10_11_and_12,line13_add_lines_10_11_and_12,Line13 Add Lines 10 11 And 12,Text,"(504, 251.968, 576, 263.967)"
