page,old_full_name,new_full_name,new_leaf_name,tooltip_label,type,rect
1,topmostSubform[0].Page1[0].f1_1[0],topmostSubform[0].Page1[0].taxpayer_name,taxpayer_name,Taxpayer Name,Text,"(36.000, 684.000, 438.450, 698.001)"
1,topmostSubform[0].Page1[0].f1_2[0],topmostSubform[0].Page1[0].taxpayer_identifying_number,taxpayer_identifying_number,Taxpayer Identifying Number,Text,"(439.200, 684.000, 576.000, 698.001)"
1,topmostSubform[0].Page1[0].f1_3[0],topmostSubform[0].Page1[0].line1_qualified_electric_vehicle_passive_activity_credits_allowed,line1_qualified_electric_vehicle_passive_activity_credits_allowed,Line1 Qualified Electric Vehicle Passive Activity Credits Allowed,Text,"(504.000, 600.001, 576.000, 612.000)"
1,topmostSubform[0].Page1[0].f1_4[0],topmostSubform[0].Page1[0].line2_regular_tax_before_credits,line2_regular_tax_before_credits,Line2 Regular Tax Before Credits,Text,"(504.000, 528.001, 576.000, 540.000)"
1,topmostSubform[0].Page1[0].f1_5[0],topmostSubform[0].Page1[0].line3a_foreign_tax_credit,line3a_foreign_tax_credit,Line3a Foreign Tax Credit,Text,"(410.400, 455.998, 481.650, 467.997)"
1,topmostSubform[0].Page1[0].f1_6[0],topmostSubform[0].Page1[0].line3b_certain_allowable_credits,line3b_certain_allowable_credits,Line3b Certain Allowable Credits,Text,"(410.400, 443.999, 481.650, 455.998)"
1,topmostSubform[0].Page1[0].f1_7[0],topmostSubform[0].Page1[0].line3c_add_lines_3a_and_3b,line3c_add_lines_3a_and_3b,Line3c Add Lines 3a And 3b,Text,"(504.000, 432.000, 576.000, 443.999)"
1,topmostSubform[0].Page1[0].f1_8[0],topmostSubform[0].Page1[0].line4_net_regular_tax_subtract_line_3c_from_line_2,line4_net_regular_tax_subtract_line_3c_from_line_2,Line4 Net Regular Tax Subtract Line 3c From Line 2,Text,"(504.000, 407.999, 576.000, 419.998)"
1,topmostSubform[0].Page1[0].f1_9[0],topmostSubform[0].Page1[0].line5_tentative_minimum_tax,line5_tentative_minimum_tax,Line5 Tentative Minimum Tax,Text,"(504.000, 347.998, 576.000, 359.997)"
1,topmostSubform[0].Page1[0].f1_10[0],topmostSubform[0].Page1[0].line6_subtract_line_5_from_line_4,line6_subtract_line_5_from_line_4,Line6 Subtract Line 5 From Line 4,Text,"(504.000, 311.998, 576.000, 323.997)"
1,topmostSubform[0].Page1[0].f1_11[0],topmostSubform[0].Page1[0].line7_qualified_electric_vehicle_credit_to_schedule_3_line_6i,line7_qualified_electric_vehicle_credit_to_schedule_3_line_6i,Line7 Qualified Electric Vehicle Credit To Schedule 3 Line 6i,Text,"(504.000, 263.999, 576.000, 275.998)"
