page,old_full_name,new_full_name,new_leaf_name,tooltip_label,type,rect
1,topmostSubform[0].Page1[0].Address_ReadOrder[0].f1_20[0],topmostSubform[0].Page1[0].Address_ReadOrder[0].home_address_street,home_address_street,Home Address Street,Text,"(36, 635.998, 416.85, 649.999)"
1,topmostSubform[0].Page1[0].Address_ReadOrder[0].f1_21[0],topmostSubform[0].Page1[0].Address_ReadOrder[0].home_address_apt_no,home_address_apt_no,Home Address Apt No,Text,"(418.6, 635.998, 467.25, 649.999)"
1,topmostSubform[0].Page1[0].Address_ReadOrder[0].f1_22[0],topmostSubform[0].Page1[0].Address_ReadOrder[0].home_address_city,home_address_city,Home Address City,Text,"(36, 612, 330.45, 626.001)"
1,topmostSubform[0].Page1[0].Address_ReadOrder[0].f1_23[0],topmostSubform[0].Page1[0].Address_ReadOrder[0].home_address_state,home_address_state,Home Address State,Text,"(332.2, 612, 395.25, 626.001)"
1,topmostSubform[0].Page1[0].Address_ReadOrder[0].f1_24[0],topmostSubform[0].Page1[0].Address_ReadOrder[0].home_address_zip,home_address_zip,Home Address Zip,Text,"(397, 612, 467.25, 626.001)"
1,topmostSubform[0].Page1[0].Address_ReadOrder[0].f1_25[0],topmostSubform[0].Page1[0].Address_ReadOrder[0].foreign_address_country,foreign_address_country,Foreign Address Country,Text,"(36, 587.999, 222.45, 602)"
1,topmostSubform[0].Page1[0].Address_ReadOrder[0].f1_26[0],topmostSubform[0].Page1[0].Address_ReadOrder[0].foreign_address_province_state_county,foreign_address_province_state_county,Foreign Address Province State County,Text,"(224.2, 587.999, 395.25, 602)"
1,topmostSubform[0].Page1[0].Address_ReadOrder[0].f1_27[0],topmostSubform[0].Page1[0].Address_ReadOrder[0].foreign_address_postal_code,foreign_address_postal_code,Foreign Address Postal Code,Text,"(397, 587.999, 467.25, 602)"
1,topmostSubform[0].Page1[0].c1_1[0],topmostSubform[0].Page1[0].top_filed_pursuant_to_section_3013_or_1302,top_filed_pursuant_to_section_3013_or_1302,Top Filed Pursuant To Section 3013 Or 1302,CheckBox,"(36, 722, 44, 730)"
1,topmostSubform[0].Page1[0].c1_2[0],topmostSubform[0].Page1[0].top_combat_zone,top_combat_zone,Top Combat Zone,CheckBox,"(155.2, 722, 163.2, 730)"
1,topmostSubform[0].Page1[0].c1_3[0],topmostSubform[0].Page1[0].top_deceased,top_deceased,Top Deceased,CheckBox,"(374.8, 722, 382.8, 730)"
1,topmostSubform[0].Page1[0].c1_4[0],topmostSubform[0].Page1[0].top_other_checkbox,top_other_checkbox,Top Other Checkbox,CheckBox,"(36, 710.001, 44, 718.001)"
1,topmostSubform[0].Page1[0].c1_5[0],topmostSubform[0].Page1[0].spouse_died_within_two_years_check,spouse_died_within_two_years_check,Spouse Died Within Two Years Check,CheckBox,"(568, 637.251, 576, 645.251)"
1,topmostSubform[0].Page1[0].c1_6[0],topmostSubform[0].Page1[0].presidential_election_campaign_you,presidential_election_campaign_you,Presidential Election Campaign You,CheckBox,"(482.4, 589.502, 490.4, 597.502)"
1,topmostSubform[0].Page1[0].c1_7[0],topmostSubform[0].Page1[0].presidential_election_campaign_spouse,presidential_election_campaign_spouse,Presidential Election Campaign Spouse,CheckBox,"(525.6, 589.502, 533.6, 597.502)"
1,topmostSubform[0].Page1[0].c1_8[0],topmostSubform[0].Page1[0].filing_status_head_of_household,filing_status_head_of_household,Filing Status Head Of Household,CheckBox,"(349.599, 578, 357.599, 586)"
