page,old_full_name,new_full_name,new_leaf_name,tooltip_label,type,rect
1,topmostSubform[0].Page1[0].f1_1[0],topmostSubform[0].Page1[0].taxpayer_name,taxpayer_name,Taxpayer Name,Text,"(36.000, 671.998, 452.850, 685.999)"
1,topmostSubform[0].Page1[0].f1_2[0],topmostSubform[0].Page1[0].taxpayer_identifying_number,taxpayer_identifying_number,Taxpayer Identifying Number,Text,"(453.600, 671.998, 576.000, 685.999)"
1,topmostSubform[0].Page1[0].f1_3[0],topmostSubform[0].Page1[0].line1_bond_credits_from_part_iii_line_14,line1_bond_credits_from_part_iii_line_14,Line1 Bond Credits From Part Iii Line 14,Text,"(496.800, 636.001, 576.000, 648.000)"
1,topmostSubform[0].Page1[0].f1_4[0],topmostSubform[0].Page1[0].line2_bond_credits_from_part_iv_line_20,line2_bond_credits_from_part_iv_line_20,Line2 Bond Credits From Part Iv Line 20,Text,"(496.800, 612.000, 576.000, 623.999)"
1,topmostSubform[0].Page1[0].f1_5[0],topmostSubform[0].Page1[0].line3_carryforward_of_credits_for_tax_credit_bonds_and_build_america_bonds,line3_carryforward_of_credits_for_tax_credit_bonds_and_build_america_bonds,Line3 Carryforward Of Credits For Tax Credit Bonds And Build America Bonds,Text,"(496.800, 576.000, 576.000, 587.999)"
1,topmostSubform[0].Page1[0].f1_6[0],topmostSubform[0].Page1[0].line4_total_credit_add_lines_1_through_3,line4_total_credit_add_lines_1_through_3,Line4 Total Credit Add Lines 1 Through 3,Text,"(496.800, 540.000, 576.000, 551.999)"
1,topmostSubform[0].Page1[0].f1_7[0],topmostSubform[0].Page1[0].line5_amount_allocated_to_beneficiaries_of_estate_or_trust,line5_amount_allocated_to_beneficiaries_of_estate_or_trust,Line5 Amount Allocated To Beneficiaries Of Estate Or Trust,Text,"(496.800, 516.002, 576.000, 528.001)"
1,topmostSubform[0].Page1[0].f1_8[0],topmostSubform[0].Page1[0].line6_estates_and_trusts_subtract_line_5_from_line_4,line6_estates_and_trusts_subtract_line_5_from_line_4,Line6 Estates And Trusts Subtract Line 5 From Line 4,Text,"(496.800, 492.001, 576.000, 504.000)"
1,topmostSubform[0].Page1[0].f1_9[0],topmostSubform[0].Page1[0].line7_regular_tax_before_credits,line7_regular_tax_before_credits,Line7 Regular Tax Before Credits,Text,"(496.800, 408.002, 576.000, 420.001)"
1,topmostSubform[0].Page1[0].f1_10[0],topmostSubform[0].Page1[0].line8_alternative_minimum_tax,line8_alternative_minimum_tax,Line8 Alternative Minimum Tax,Text,"(496.800, 324.000, 576.000, 335.999)"
1,topmostSubform[0].Page1[0].f1_11[0],topmostSubform[0].Page1[0].line9_add_line_7_and_line_8,line9_add_line_7_and_line_8,Line9 Add Line 7 And Line 8,Text,"(496.800, 300.002, 576.000, 312.001)"
1,topmostSubform[0].Page1[0].f1_12[0],topmostSubform[0].Page1[0].line10a_foreign_tax_credit,line10a_foreign_tax_credit,Line10a Foreign Tax Credit,Text,"(396.000, 276.001, 474.450, 288.000)"
1,topmostSubform[0].Page1[0].f1_13[0],topmostSubform[0].Page1[0].line10b_certain_allowable_credits,line10b_certain_allowable_credits,Line10b Certain Allowable Credits,Text,"(396.000, 264.002, 474.450, 276.001)"
1,topmostSubform[0].Page1[0].f1_14[0],topmostSubform[0].Page1[0].line10c_general_business_credit,line10c_general_business_credit,Line10c General Business Credit,Text,"(396.000, 252.000, 474.450, 263.999)"
1,topmostSubform[0].Page1[0].f1_15[0],topmostSubform[0].Page1[0].line10d_credit_for_prior_year_minimum_tax,line10d_credit_for_prior_year_minimum_tax,Line10d Credit For Prior Year Minimum Tax,Text,"(396.000, 240.001, 474.450, 252.000)"
1,topmostSubform[0].Page1[0].f1_16[0],topmostSubform[0].Page1[0].line10e_add_lines_10a_through_10d,line10e_add_lines_10a_through_10d,Line10e Add Lines 10a Through 10d,Text,"(496.800, 216.000, 576.000, 227.999)"
1,topmostSubform[0].Page1[0].f1_17[0],topmostSubform[0].Page1[0].line11_net_income_tax_subtract_line_10e_from_line_9,line11_net_income_tax_subtract_line_10e_from_line_9,Line11 Net Income Tax Subtract Line 10e From Line 9,Text,"(496.800, 192.002, 576.000, 204.001)"
1,topmostSubform[0].Page1[0].f1_18[0],topmostSubform[0].Page1[0].line12_credit_to_holders_of_tax_credit_bonds_allowed_for_current_year_to_schedule_3_line_6k,line12_credit_to_holders_of_tax_credit_bonds_allowed_for_current_year_to_schedule_3_line_6k,Line12 Credit To Holders Of Tax Credit Bonds Allowed For Current Year To Schedule 3 Line 6k,Text,"(496.800, 120.002, 576.000, 132.001)"
2,topmostSubform[0].Page2[0].f1_1[0],topmostSubform[0].Page2[0].page2_taxpayer_name,page2_taxpayer_name,Page2 Taxpayer Name,Text,"(36.000, 720.000, 452.850, 734.001)"
2,topmostSubform[0].Page2[0].f1_2[0],topmostSubform[0].Page2[0].page2_taxpayer_identifying_number,page2_taxpayer_identifying_number,Page2 Taxpayer Identifying Number,Text,"(453.600, 720.000, 576.000, 734.001)"
2,topmostSubform[0].Page2[0].f2_81[0],topmostSubform[0].Page2[0].line14_total_combine_column_c_amounts_to_line_1,line14_total_combine_column_c_amounts_to_line_1,Line14 Total Combine Column C Amounts To Line 1,Text,"(468.000, 144.000, 576.000, 155.999)"
2,topmostSubform[0].Page2[0].Table_Part3[0].Row1[0].f2_1[0],topmostSubform[0].Page2[0].Table_Part3[0].Row1[0].line13_row_01_col_a_issuer_name,line13_row_01_col_a_issuer_name,Line13 Row 01 Col A Issuer Name,Text,"(57.600, 623.999, 251.250, 648.000)"
