page,old_full_name,new_full_name,new_leaf_name,tooltip_label,type,rect
1,topmostSubform[0].Page1[0].f1_1[0],topmostSubform[0].Page1[0].taxpayer_name,taxpayer_name,Taxpayer Name,Text,"(36, 684, 452.85, 698.001)"
1,topmostSubform[0].Page1[0].f1_2[0],topmostSubform[0].Page1[0].taxpayer_ssn,taxpayer_ssn,Taxpayer Ssn,Text,"(453.6, 684, 576, 698.001)"
1,topmostSubform[0].Page1[0].Table_PartI[0].BodyRow_Child1[0].f1_3[0],topmostSubform[0].Page1[0].Table_PartI[0].BodyRow_Child1[0].line1_row1_child_first_name,line1_row1_child_first_name,Line1 Row1 Child First Name,Text,"(58.6, 587.996, 136.05, 600)"
1,topmostSubform[0].Page1[0].Table_PartI[0].BodyRow_Child1[0].f1_4[0],topmostSubform[0].Page1[0].Table_PartI[0].BodyRow_Child1[0].line1_row1_child_last_name,line1_row1_child_last_name,Line1 Row1 Child Last Name,Text,"(137.8, 587.996, 229.65, 600)"
1,topmostSubform[0].Page1[0].Table_PartI[0].BodyRow_Child1[0].f1_5[0],topmostSubform[0].Page1[0].Table_PartI[0].BodyRow_Child1[0].line1_row1_year_of_birth,line1_row1_year_of_birth,Line1 Row1 Year Of Birth,Text,"(231.15, 587.996, 280.05, 600)"
1,topmostSubform[0].Page1[0].Table_PartI[0].BodyRow_Child1[0].c1_1[0],topmostSubform[0].Page1[0].Table_PartI[0].BodyRow_Child1[0].line1_row1_born_before_2008_and_disabled,line1_row1_born_before_2008_and_disabled,Line1 Row1 Born Before 2008 And Disabled,CheckBox,"(296.4, 593.998, 308.4, 605.998)"
1,topmostSubform[0].Page1[0].Table_PartI[0].BodyRow_Child1[0].c1_2[0],topmostSubform[0].Page1[0].Table_PartI[0].BodyRow_Child1[0].line1_row1_special_needs,line1_row1_special_needs,Line1 Row1 Special Needs,CheckBox,"(339.6, 593.998, 351.6, 605.998)"
1,topmostSubform[0].Page1[0].Table_PartI[0].BodyRow_Child1[0].c1_3[0],topmostSubform[0].Page1[0].Table_PartI[0].BodyRow_Child1[0].line1_row1_foreign_child,line1_row1_foreign_child,Line1 Row1 Foreign Child,CheckBox,"(382.8, 593.998, 394.8, 605.998)"
1,topmostSubform[0].Page1[0].Table_PartI[0].BodyRow_Child1[0].f1_6[0],topmostSubform[0].Page1[0].Table_PartI[0].BodyRow_Child1[0].line1_row1_identifying_number,line1_row1_identifying_number,Line1 Row1 Identifying Number,Text,"(411.15, 587.996, 524.85, 600)"
1,topmostSubform[0].Page1[0].Table_PartI[0].BodyRow_Child1[0].c1_4[0],topmostSubform[0].Page1[0].Table_PartI[0].BodyRow_Child1[0].line1_row1_adoption_final_2025_or_earlier,line1_row1_adoption_final_2025_or_earlier,Line1 Row1 Adoption Final 2025 Or Earlier,CheckBox,"(544.8, 593.998, 556.8, 605.998)"
